Ausbreitungsbedingungen	1996	1	1
Ausbreitungsbedingungen	1998	3	3
Ausbreitungsbedingungen	2001	2	2
Ausbreitungsbedingungen	2003	1	1
Ausbreitungsbedingungen	2004	3	3
Ausbreitungsbedingungen	2005	1	1
Ausbreitungsbedingungen	2006	4	2
Ausbreitungsbedingungen	2008	1	1
Ausdrnck	1871	1	1
Ausdrnck	1883	1	1
Ausdrnck	1889	1	1
Ausdrnck	1895	1	1
Ausdrnck	1896	1	1
Ausdrnck	1897	1	1
Ausdrnck	1901	2	2
Ausdrnck	1902	1	1
Ausdrnck	1905	1	1
Ausdrnck	1923	1	1
Ausdrnck	1925	1	1
Ausdrnck	1931	1	1
Ausdrnck	1938	2	2
Ausdrnck	1940	1	1
Ausdrnck	1942	1	1
Ausdrnck	1955	1	1
Ausdrnck	1957	1	1
Ausdrnck	1958	2	2
Ausdrnck	1960	1	1
Ausdrnck	1963	1	1
Ausdrnck	1965	1	1
Ausdrnck	1967	1	1
Ausdrnck	1968	1	1
Ausdrnck	1970	2	1
Ausdrnck	1973	1	1
Ausdrnck	1982	1	1
Ausdrnck	1983	1	1
Ausdrnck	1984	1	1
Ausdrnck	1990	1	1
Ausdrnck	1997	1	1
Ausdrnck	1998	1	1
Ausdrnck	2003	1	1
Ausdrnck	2004	1	1
Ausdrnck	2007	2	2
Ausdrnck	2008	2	2
Ausgetragene	1894	3	3
Ausgetragene	1895	2	2
Ausgetragene	1896	2	2
Ausgetragene	1898	1	1
Ausgetragene	1899	1	1
Ausgetragene	1901	1	1
Ausgetragene	1903	3	3
Ausgetragene	1904	1	1
Ausgetragene	1905	1	1
Ausgetragene	1906	1	1
Ausgetragene	1907	1	1
Ausgetragene	1908	1	1
Ausgetragene	1909	4	4
Ausgetragene	1910	1	1
Ausgetragene	1912	3	3
Ausgetragene	1917	1	1
Ausgetragene	1918	1	1
Ausgetragene	1921	1	1
Ausgetragene	1930	1	1
Ausgetragene	1945	2	2
Ausgetragene	1956	2	2
Ausgetragene	1961	1	1
Ausgetragene	1967	2	2
Ausgetragene	1969	1	1
Ausgetragene	1982	1	1
Ausgetragene	1990	2	1
Ausgetragene	1995	2	1
Ausgetragene	2000	2	1
Ausgetragene	2001	3	1
Auspac	1855	6	6
Auspac	1857	1	1
Auspac	1861	3	3
Auspac	1862	1	1
Auspac	1867	1	1
Auspac	1870	1	1
Auspac	1872	1	1
Auspac	1881	1	1
Auspac	1883	1	1
Auspac	1885	1	1
Auspac	1889	1	1
Auspac	1903	2	2
Auspac	1985	2	1
Auspac	1987	1	1
Auspac	1988	1	1
Auspac	1990	2	2
Auspac	1991	2	2
Auspac	1992	1	1
Auspac	1993	3	3
Auspac	1994	2	2
Auspac	1995	4	3
Auspac	1997	3	2
Auspac	1998	1	1
Auspac	1999	1	1
Auspac	2001	1	1
Auspac	2002	1	1
Auspac	2006	4	4
Auspac	2007	8	4
Auspac	2008	1	1
Aussagepsychologie	1911	3	3
Aussagepsychologie	1913	5	5
Aussagepsychologie	1915	3	3
Aussagepsychologie	1941	3	3
Aussagepsychologie	1954	5	5
Aussagepsychologie	1959	3	3
Aussagepsychologie	1972	9	5
Aussagepsychologie	1975	2	2
Aussagepsychologie	1982	2	2
Aussagepsychologie	1989	15	3
Aussagepsychologie	1992	1	1
Aussagepsychologie	1993	2	2
Aussagepsychologie	1994	4	4
Aussagepsychologie	1996	6	6
Aussagepsychologie	1997	5	3
Aussagepsychologie	1999	1	1
Aussagepsychologie	2001	4	4
Aussagepsychologie	2006	2	1
Austel	1738	1	1
Austel	1759	1	1
Austel	1777	2	2
Austel	1781	1	1
Austel	1789	1	1
Austel	1790	1	1
Austel	1792	1	1
Austel	1794	2	2
Austel	1795	2	2
Austel	1796	2	2
Austel	1801	91	5
Austel	1804	6	4
Austel	1805	3	2
Austel	1806	1	1
Austel	1807	1	1
Austel	1808	3	3
Austel	1809	21	3
Austel	1811	6	1
Austel	1814	11	6
Austel	1818	1	1
Austel	1819	2	2
Austel	1820	8	4
Austel	1823	6	6
Austel	1824	4	4
Austel	1825	3	3
Austel	1826	4	4
Austel	1828	4	4
Austel	1829	3	3
Austel	1830	2	1
Austel	1831	3	3
Austel	1832	6	5
Austel	1833	4	4
Austel	1834	4	2
Austel	1836	1	1
Austel	1837	3	3
Austel	1838	8	6
Austel	1839	7	7
Austel	1842	2	2
Austel	1845	5	5
Austel	1848	1	1
Austel	1849	1	1
Austel	1851	6	3
Austel	1852	8	5
Austel	1853	2	2
Austel	1854	1	1
Austel	1855	2	2
Austel	1857	3	3
Austel	1858	32	5
Austel	1860	9	9
Austel	1861	3	3
Austel	1862	2	2
Austel	1864	2	2
Austel	1865	12	6
Austel	1866	5	4
Austel	1867	5	4
Austel	1868	2	2
Austel	1869	7	1
Austel	1870	23	3
Austel	1872	1	1
Austel	1873	1	1
Austel	1874	2	2
Austel	1878	9	9
Austel	1880	1	1
Austel	1883	1	1
Austel	1884	1	1
Austel	1885	5	5
Austel	1886	6	4
Austel	1887	5	3
Austel	1888	8	3
Austel	1890	3	3
Austel	1892	9	9
Austel	1893	1	1
Austel	1894	8	5
Austel	1896	1	1
Austel	1897	7	2
Austel	1898	3	3
Austel	1900	1	1
Austel	1901	1	1
Austel	1904	23	8
Austel	1905	8	8
Austel	1906	1	1
Austel	1907	12	8
Austel	1912	1	1
Austel	1913	3	1
Austel	1918	2	2
Austel	1920	3	1
Austel	1921	1	1
Austel	1922	6	2
Austel	1923	1	1
Austel	1924	3	3
Austel	1926	3	1
Austel	1927	7	1
Austel	1928	3	3
Austel	1929	1	1
Austel	1930	6	4
Austel	1940	3	2
Austel	1941	1	1
Austel	1944	1	1
Austel	1947	2	1
Austel	1948	4	3
Austel	1951	3	3
Austel	1953	17	7
Austel	1954	2	2
Austel	1956	1	1
Austel	1957	3	3
Austel	1958	3	3
Austel	1960	3	2
Austel	1961	51	8
Austel	1962	17	3
Austel	1964	1	1
Austel	1965	3	2
Austel	1968	1	1
Austel	1969	3	3
Austel	1970	5	5
Austel	1971	5	5
Austel	1972	2	1
Austel	1973	16	5
Austel	1974	7	5
Austel	1975	7	7
Austel	1976	7	3
Austel	1977	2	2
Austel	1978	54	10
Austel	1979	3	3
Austel	1980	39	9
Austel	1981	1	1
Austel	1982	14	9
Austel	1983	20	9
Austel	1984	12	6
Austel	1985	15	8
Austel	1986	21	10
Austel	1987	38	9
Austel	1988	35	16
Austel	1989	52	11
Austel	1990	76	19
Austel	1991	38	15
Austel	1992	21	10
Austel	1993	48	23
Austel	1994	51	17
Austel	1995	42	18
Austel	1996	55	30
Austel	1997	60	20
Austel	1998	67	27
Austel	1999	29	16
Austel	2000	101	33
Austel	2001	41	16
Austel	2002	37	22
Austel	2003	51	20
Austel	2004	38	20
Austel	2005	30	18
Austel	2006	32	19
Austel	2007	32	16
Austel	2008	44	26
Australia28	1919	1	1
Australia28	1928	1	1
Australia28	1951	2	2
Australia28	1964	2	2
Australia28	1965	2	2
Australia28	1966	1	1
Australia28	1968	1	1
Australia28	1969	1	1
Australia28	1971	1	1
Australia28	1972	1	1
Australia28	1974	1	1
Australia28	1976	1	1
Australia28	1977	1	1
Australia28	1978	1	1
Australia28	1980	2	2
Australia28	1981	1	1
Australia28	1983	3	2
Australia28	1985	2	2
Australia28	1987	1	1
Australia28	1988	1	1
Australia28	1989	1	1
Australia28	1990	2	2
Australia28	1991	3	3
Australia28	1995	2	2
Australia28	1997	1	1
Australia28	1998	4	4
Australia28	2000	3	3
Australia28	2001	1	1
Australia28	2002	1	1
Australia28	2003	1	1
Australia28	2004	3	3
Australia28	2005	4	4
Australia28	2006	2	2
Australia28	2007	3	3
Australia28	2008	1	1
Austria.102	1945	2	2
Austria.102	1950	2	2
Austria.102	1964	4	4
Austria.102	1968	2	2
Austria.102	1972	2	2
Austria.102	1977	3	3
Austria.102	1979	5	5
Austria.102	1984	1	1
Austria.102	1988	1	1
Austria.102	1990	2	2
Austria.102	1992	1	1
Austria.102	1993	2	2
Austria.102	1994	1	1
Austria.102	1995	2	2
Austria.102	1996	2	2
Austria.102	1999	3	3
Austria.102	2002	2	2
Austria.102	2003	2	2
Austria.102	2005	1	1
Austria.102	2006	1	1
Austria.102	2007	1	1
Austria.102	2008	1	1
Ausut	1748	1	1
Ausut	1917	1	1
Ausut	1961	1	1
Ausut	1962	1	1
Ausut	1967	2	2
Ausut	1970	1	1
Ausut	1976	2	2
Ausut	1979	3	3
Ausut	1981	1	1
Ausut	1982	2	2
Ausut	1983	1	1
Ausut	1984	3	3
Ausut	1985	4	4
Ausut	1987	2	2
Ausut	1988	1	1
Ausut	1990	2	2
Ausut	1993	1	1
Ausut	1994	2	1
Ausut	1995	2	2
Ausut	1998	1	1
Ausut	2004	3	3
Ausut	2005	2	2
Ausut	2006	3	3
Ausut	2007	3	2
Ausut	2008	3	3
Auswanderung	1524	1	1
Auswanderung	1750	2	1
Auswanderung	1844	1	1
Auswanderung	1845	1	1
Auswanderung	1847	1	1
Auswanderung	1850	4	4
Auswanderung	1855	5	5
Auswanderung	1856	1	1
Auswanderung	1858	7	7
Auswanderung	1859	1	1
Auswanderung	1863	26	11
Auswanderung	1864	2	2
Auswanderung	1868	49	3
Auswanderung	1869	1	1
Auswanderung	1870	1	1
Auswanderung	1871	2	2
Auswanderung	1873	2	2
Auswanderung	1874	5	5
Auswanderung	1875	2	2
Auswanderung	1876	5	5
Auswanderung	1878	28	13
Auswanderung	1880	2	2
Auswanderung	1881	2	2
Auswanderung	1882	14	8
Auswanderung	1883	2	2
Auswanderung	1884	5	4
Auswanderung	1885	6	6
Auswanderung	1886	4	4
Auswanderung	1887	9	9
Auswanderung	1888	1	1
Auswanderung	1889	7	1
Auswanderung	1890	41	13
Auswanderung	1891	17	11
Auswanderung	1892	4	3
Auswanderung	1893	17	13
Auswanderung	1894	15	12
Auswanderung	1895	20	15
Auswanderung	1896	65	22
Auswanderung	1897	19	6
Auswanderung	1898	13	8
Auswanderung	1899	6	6
Auswanderung	1900	31	16
Auswanderung	1901	14	10
Auswanderung	1902	10	6
Auswanderung	1903	37	16
Auswanderung	1904	18	7
Auswanderung	1905	15	10
Auswanderung	1906	13	9
Auswanderung	1907	16	12
Auswanderung	1908	21	12
Auswanderung	1909	202	19
Auswanderung	1910	131	6
Auswanderung	1911	7	6
Auswanderung	1912	318	16
Auswanderung	1913	41	18
Auswanderung	1914	79	34
Auswanderung	1915	9	8
Auswanderung	1916	26	25
Auswanderung	1917	29	20
Auswanderung	1918	20	13
Auswanderung	1919	13	10
Auswanderung	1920	29	12
Auswanderung	1921	37	15
Auswanderung	1922	62	28
Auswanderung	1923	14	10
Auswanderung	1924	106	10
Auswanderung	1925	18	11
Auswanderung	1926	39	15
Auswanderung	1927	62	7
Auswanderung	1928	14	13
Auswanderung	1929	6	5
Auswanderung	1930	52	18
Auswanderung	1931	13	11
Auswanderung	1932	13	9
Auswanderung	1933	23	14
Auswanderung	1934	18	9
Auswanderung	1935	27	12
Auswanderung	1936	45	13
Auswanderung	1937	69	20
Auswanderung	1938	34	21
Auswanderung	1939	59	21
Auswanderung	1940	52	14
Auswanderung	1941	21	17
Auswanderung	1942	19	14
Auswanderung	1943	10	7
Auswanderung	1944	19	8
Auswanderung	1945	23	15
Auswanderung	1946	21	14
Auswanderung	1947	27	10
Auswanderung	1948	40	14
Auswanderung	1949	97	27
Auswanderung	1950	5	3
Auswanderung	1951	53	13
Auswanderung	1952	39	15
Auswanderung	1953	216	27
Auswanderung	1954	42	19
Auswanderung	1955	61	24
Auswanderung	1956	32	18
Auswanderung	1957	24	21
Auswanderung	1958	16	15
Auswanderung	1959	30	20
Auswanderung	1960	65	27
Auswanderung	1961	97	31
Auswanderung	1962	31	18
Auswanderung	1963	67	35
Auswanderung	1964	1160	39
Auswanderung	1965	91	41
Auswanderung	1966	196	57
Auswanderung	1967	230	73
Auswanderung	1968	86	47
Auswanderung	1969	328	98
Auswanderung	1970	135	53
Auswanderung	1971	88	36
Auswanderung	1972	80	55
Auswanderung	1973	148	73
Auswanderung	1974	238	44
Auswanderung	1975	133	43
Auswanderung	1976	227	60
Auswanderung	1977	180	55
Auswanderung	1978	248	51
Auswanderung	1979	220	58
Auswanderung	1980	164	43
Auswanderung	1981	92	50
Auswanderung	1982	184	59
Auswanderung	1983	136	58
Auswanderung	1984	90	55
Auswanderung	1985	281	75
Auswanderung	1986	515	54
Auswanderung	1987	192	73
Auswanderung	1988	161	58
Auswanderung	1989	520	87
Auswanderung	1990	209	81
Auswanderung	1991	300	84
Auswanderung	1992	267	72
Auswanderung	1993	166	66
Auswanderung	1994	184	59
Auswanderung	1995	265	64
Auswanderung	1996	469	98
Auswanderung	1997	193	78
Auswanderung	1998	421	92
Auswanderung	1999	328	96
Auswanderung	2000	286	87
Auswanderung	2001	439	97
Auswanderung	2002	293	105
Auswanderung	2003	434	127
Auswanderung	2004	322	90
Auswanderung	2005	288	100
Auswanderung	2006	510	125
Auswanderung	2007	301	123
Auswanderung	2008	568	140
Authority.5	1886	2	2
Authority.5	1895	2	2
Authority.5	1938	2	2
Authority.5	1939	1	1
Authority.5	1948	2	2
Authority.5	1951	1	1
Authority.5	1952	1	1
Authority.5	1953	1	1
Authority.5	1955	4	4
Authority.5	1957	1	1
Authority.5	1958	2	2
Authority.5	1959	1	1
Authority.5	1960	1	1
Authority.5	1961	3	3
Authority.5	1963	3	2
Authority.5	1964	2	2
Authority.5	1965	3	3
Authority.5	1966	7	7
Authority.5	1968	1	1
Authority.5	1969	6	5
Authority.5	1971	2	2
Authority.5	1972	3	3
Authority.5	1973	1	1
Authority.5	1977	3	3
Authority.5	1978	2	2
Authority.5	1979	1	1
Authority.5	1980	2	2
Authority.5	1983	8	8
Authority.5	1985	1	1
Authority.5	1986	2	2
Authority.5	1987	3	3
Authority.5	1988	2	2
Authority.5	1989	3	3
Authority.5	1990	1	1
Authority.5	1991	3	3
Authority.5	1992	2	2
Authority.5	1993	1	1
Authority.5	1995	2	2
Authority.5	1996	3	3
Authority.5	1997	5	5
Authority.5	1998	7	7
Authority.5	1999	5	5
Authority.5	2000	5	5
Authority.5	2001	3	3
Authority.5	2002	5	5
Authority.5	2004	3	3
Authority.5	2005	5	5
Authority.5	2006	3	3
Authority.5	2007	14	13
Authority.5	2008	6	6
Autigonus	1733	2	1
Autigonus	1797	2	2
Autigonus	1802	1	1
Autigonus	1804	4	4
Autigonus	1805	1	1
Autigonus	1807	1	1
Autigonus	1808	2	2
Autigonus	1809	2	2
Autigonus	1811	2	1
Autigonus	1812	5	2
Autigonus	1813	4	2
Autigonus	1814	6	4
Autigonus	1815	4	2
Autigonus	1816	1	1
Autigonus	1817	2	1
Autigonus	1820	6	6
Autigonus	1821	1	1
Autigonus	1823	6	4
Autigonus	1824	1	1
Autigonus	1825	6	4
Autigonus	1826	2	2
Autigonus	1828	5	5
Autigonus	1829	4	4
Autigonus	1830	2	2
Autigonus	1831	1	1
Autigonus	1832	3	3
Autigonus	1833	1	1
Autigonus	1839	1	1
Autigonus	1840	3	3
Autigonus	1843	1	1
Autigonus	1849	1	1
Autigonus	1850	5	5
Autigonus	1851	3	3
Autigonus	1852	7	4
Autigonus	1853	3	3
Autigonus	1854	4	4
Autigonus	1855	2	2
Autigonus	1857	2	2
Autigonus	1859	6	6
Autigonus	1860	2	2
Autigonus	1861	1	1
Autigonus	1862	3	3
Autigonus	1865	1	1
Autigonus	1866	1	1
Autigonus	1869	1	1
Autigonus	1870	2	2
Autigonus	1872	5	3
Autigonus	1873	4	3
Autigonus	1875	3	2
Autigonus	1876	9	4
Autigonus	1877	6	5
Autigonus	1878	2	2
Autigonus	1879	2	2
Autigonus	1880	3	2
Autigonus	1881	4	1
Autigonus	1882	8	5
Autigonus	1883	6	5
Autigonus	1885	3	3
Autigonus	1886	4	2
Autigonus	1888	1	1
Autigonus	1889	11	4
Autigonus	1890	1	1
Autigonus	1891	7	6
Autigonus	1892	2	2
Autigonus	1895	2	2
Autigonus	1896	2	2
Autigonus	1897	1	1
Autigonus	1898	5	4
Autigonus	1899	1	1
Autigonus	1900	3	3
Autigonus	1902	5	4
Autigonus	1903	5	5
Autigonus	1905	3	2
Autigonus	1906	1	1
Autigonus	1907	1	1
Autigonus	1910	1	1
Autigonus	1911	2	2
Autigonus	1912	3	3
Autigonus	1913	2	2
Autigonus	1914	2	1
Autigonus	1918	1	1
Autigonus	1928	8	2
Autigonus	1932	3	3
Autigonus	1939	1	1
Autigonus	1948	1	1
Autigonus	1954	1	1
Autigonus	1955	1	1
Autigonus	1964	1	1
Autigonus	1968	1	1
Autigonus	1969	3	1
Autigonus	1972	1	1
Autigonus	1976	3	3
Autigonus	1977	1	1
Autigonus	1981	1	1
Autigonus	1989	2	2
Autigonus	2000	2	1
Autigonus	2006	4	4
Autigonus	2007	3	2
Autigonus	2008	6	6
Autoflowing	1983	5	1
Autoflowing	1989	3	1
Autoflowing	1990	5	3
Autoflowing	1994	4	2
Autoflowing	1995	5	3
Autoflowing	1996	5	4
Autoflowing	1997	9	7
Autoflowing	1998	1	1
Autoflowing	1999	6	3
Autoflowing	2001	1	1
Autoflowing	2002	9	6
Autoflowing	2003	2	1
Autoflowing	2004	9	3
Autoflowing	2005	14	8
Autoflowing	2006	1	1
Autoflowing	2007	33	8
Autoflowing	2008	3	3
Autoloading	1906	5	2
Autoloading	1907	1	1
Autoloading	1908	1	1
Autoloading	1909	3	2
Autoloading	1910	6	2
Autoloading	1912	5	3
Autoloading	1913	1	1
Autoloading	1914	1	1
Autoloading	1915	4	2
Autoloading	1916	6	2
Autoloading	1917	7	3
Autoloading	1918	11	8
Autoloading	1919	14	6
Autoloading	1920	4	4
Autoloading	1922	8	1
Autoloading	1923	4	1
Autoloading	1924	4	1
Autoloading	1931	2	2
Autoloading	1934	1	1
Autoloading	1935	5	2
Autoloading	1937	4	1
Autoloading	1941	7	2
Autoloading	1942	5	2
Autoloading	1943	1	1
Autoloading	1944	1	1
Autoloading	1947	12	2
Autoloading	1948	12	2
Autoloading	1949	4	1
Autoloading	1950	1	1
Autoloading	1952	1	1
Autoloading	1955	8	4
Autoloading	1956	18	3
Autoloading	1959	1	1
Autoloading	1960	7	2
Autoloading	1961	3	2
Autoloading	1962	16	7
Autoloading	1963	10	2
Autoloading	1964	2	1
Autoloading	1965	4	3
Autoloading	1967	1	1
Autoloading	1968	6	3
Autoloading	1970	4	3
Autoloading	1972	1	1
Autoloading	1973	7	5
Autoloading	1974	15	6
Autoloading	1975	1	1
Autoloading	1976	14	5
Autoloading	1977	8	3
Autoloading	1978	22	5
Autoloading	1979	9	9
Autoloading	1980	9	3
Autoloading	1981	18	5
Autoloading	1982	5	3
Autoloading	1983	81	5
Autoloading	1984	2	2
Autoloading	1985	4	4
Autoloading	1986	8	7
Autoloading	1987	33	7
Autoloading	1988	42	11
Autoloading	1989	10	7
Autoloading	1990	108	10
Autoloading	1991	17	9
Autoloading	1992	2	2
Autoloading	1993	20	14
Autoloading	1994	31	11
Autoloading	1995	33	13
Autoloading	1996	36	16
Autoloading	1997	25	13
Autoloading	1998	12	4
Autoloading	1999	14	9
Autoloading	2000	62	21
Autoloading	2001	11	6
Autoloading	2002	36	14
Autoloading	2003	13	8
Autoloading	2004	23	11
Autoloading	2005	126	15
Autoloading	2006	30	14
Autoloading	2007	72	17
Autoloading	2008	53	14
Autolysis	1817	1	1
Autolysis	1826	2	2
Autolysis	1834	1	1
Autolysis	1858	1	1
Autolysis	1865	1	1
Autolysis	1866	1	1
Autolysis	1869	2	2
Autolysis	1874	1	1
Autolysis	1875	1	1
Autolysis	1876	1	1
Autolysis	1879	1	1
Autolysis	1885	1	1
Autolysis	1888	1	1
